johnnys	相葉雅紀 	aiba-masaki	
johnnys	嵐 	arashi	
johnnys	稲垣吾郎 	inagaki-goro	
johnnys	伊野尾慧 	inoo-kei	
johnnys	井ノ原快彦 	inohara-yoshihiko		東京	大阪	福岡
johnnys	今井翼 	imai-tsubasa		東京
johnnys	内海光司 	uchiumi-koji		東京
johnnys	内博貴 	uchi-hiroki		東京	大阪
johnnys	NYC 	nyc	
johnnys	A.B.C-Z 	abc-z	
johnnys	大野智	ono-satoshi	
johnnys	岡田准一 	okada-jyunichi	
johnnys	岡本健一 	okamoto-kenichi		東京	兵庫
johnnys	KAT-TUN	kat-tun		東京	大阪
johnnys	加藤シゲアキ 	kato-shigeaki		北海道	宮城	東京	静岡	愛知	大阪	和歌山	広島	福岡
johnnys	香取慎吾 	katori-shingo	
johnnys	神山智洋 	kamiyama-takahiro		北海道	宮城	静岡	愛知	大阪	広島
johnnys	関西ジャニーズJr.	kansai-johnnys-jr		東京	大阪
johnnys	関ジャニ∞ 	kanjani8		北海道	東京	愛知	大阪	福岡
johnnys	ガムシャラ Js Party!! 	gamushara-js-party	
johnnys	ガラスの仮面 	glassmask	
johnnys	菊池風磨 	kikuchi-fuma	
johnnys	キスマイ	kis-my-ft2	
johnnys	木村拓哉	kimura-takuya	
johnnys	京本大我 	kyomoto-taiga		東京
johnnys	KinKi Kids	kinki-kids		東京
johnnys	草なぎ剛 	kusanagi-tsuyoshi	
johnnys	Classmate J 	classmate-j	
johnnys	近藤真彦 	kondo-masahiko	
johnnys	坂本昌行 	sakamoto-masayuki		東京	大阪	福岡
johnnys	櫻井翔 	sakurai-sho	
johnnys	佐藤アツヒロ 	sato-atsuhiro		東京	大阪
johnnys	佐藤勝利 	sato-shori		東京
johnnys	サマステ ジャニーズキング 	gamushara-sexy	
johnnys	サマパラ	summer-paradise	
johnnys	ザ少年倶楽部	the-shounenclub	
johnnys	重岡大毅 	shigeoka-daiki		北海道	宮城	静岡	愛知	大阪	広島
johnnys	渋谷すばる 	shibutani-subaru		北海道	東京	愛知	大阪	福岡
johnnys	少年隊 	shonentai	
johnnys	ジャニーズWEST 	johnnys-west4		北海道	宮城	静岡	愛知	大阪	広島
johnnys	ジャニーズカウントダウン 	johnnys-countdown	
johnnys	ジャニーズJr. 	johnnys-jr		東京	神奈川	大阪
johnnys	ジャニーズJr祭り 	jr-matasuri		神奈川	大阪
johnnys	ジャニーズ野球大会 	johnnys-sports	
johnnys	SixTones	six-tones		東京	神奈川	大阪
johnnys	スノーマン	snow-man		神奈川
johnnys	SMAP	smap	
johnnys	Sexy 松	sexyshow	
johnnys	セクシーゾーン	sexy-zone		北海道	神奈川	愛知	大阪	福岡
johnnys	Sexy Boyz	sexyboyz	
johnnys	They武道 	they-budo	
johnnys	タッキー＆翼	tackey-and-tsubasa	
johnnys	玉森裕太 	tamamori-yuta	
johnnys	知念侑李 	chinen-yuri	
johnnys	テゴマス 	tegomass	
johnnys	天才Genius 	tensai-genius	
johnnys	TOKIO 	tokio	
johnnys	戸塚祥太 	totsuka-syota		東京	大阪	福岡
johnnys	トラビスジャパン 	travis-japan		神奈川	大阪
johnnys	堂本光一 	domoto-koichi		東京
johnnys	堂本剛 	doumoto-tsuyoshi	
johnnys	中居正広 	nakai-masahiro	
johnnys	中島健人 	nakajima-kento	
johnnys	中島裕翔 	nakajima-yuto	
johnnys	中山優馬 	nakayama-yuma		東京	兵庫	福岡
johnnys	長野博 	nagano-hiroshi		東京	大阪	福岡
johnnys	二宮和也 	ninomiya-kazunari	
johnnys	NEWS 	news		北海道	宮城	東京	静岡	愛知	大阪	和歌山	広島	福岡
johnnys	HiHi JET	hihi-jet		神奈川	大阪
johnnys	橋本良亮 	hashimoto-ryosuke	
johnnys	濱田崇裕 	hamada-takahiro		北海道	宮城	静岡	愛知	大阪	広島
johnnys	ふぉーゆー 	4u		東京	愛知	大阪	福岡
johnnys	藤ヶ谷太輔 	fujigaya-taisuke	
johnnys	V6 	v6		東京	大阪	福岡
johnnys	Hey! Say! JUMP 	hey-say-jump	
johnnys	まいジャニ コンサート 	maijani	
johnnys	松本潤	matsumoto-jun	
johnnys	丸山隆平 	maruyama-ryuhei		北海道	東京	愛知	大阪	福岡
johnnys	MrKing VS MrPrince キンプリ 	kinpuri		神奈川	大阪
johnnys	三宅健 	miyake-ken		東京
johnnys	MADE	made	
johnnys	森田剛 	morita-go	
johnnys	諸星和己 	morohoshi-kazumi	
johnnys	山口達也 	yamaguchi-tatsuya	
johnnys	山下智久	yamashita-tomohisa	
johnnys	山田涼介 	yamada-ryosuke	
